13	10	KANAB 1A&B 	Race Statistics 	 	NP 	Number of Precincts 	 	NP 	1
13	30	KANAB 3 A&B 	APPEALS / THORNE 	302120	NP 	Registered Voters 	 	NP 	0
13	30	KANAB 3 A&B 	APPEALS / THORNE 	302120	NP 	Registered Voters 	 	NP 	0
13	30	KANAB 3 A&B 	APPEALS / THORNE 	302120	NP 	Registered Voters 	 	NP 	0
13	30	KANAB 3 A&B 	APPEALS / THORNE 	302120	NP 	Registered Voters 	 	NP 	0
13	30	KANAB 3 A&B 	APPEALS / THORNE 	302120	NP 	Registered Voters 	 	NP 	661
13	30	KANAB 3 A&B 	APPEALS / THORNE 	302120	NP 	YES 	302124	NP 	197
13	30	KANAB 3 A&B 	APPEALS / THORNE 	302120	NP 	YES 	302124	NP 	77
13	30	KANAB 3 A&B 	APPEALS / THORNE 	302120	NP 	YES 	302124	NP 	12
13	30	KANAB 3 A&B 	APPEALS / THORNE 	302120	NP 	YES 	302124	NP 	0
13	30	KANAB 3 A&B 	APPEALS / THORNE 	302120	NP 	YES 	302124	NP 	286
13	30	KANAB 3 A&B 	APPEALS / THORNE 	302120	NP 	NO 	302121	NP 	43
13	30	KANAB 3 A&B 	APPEALS / THORNE 	302120	NP 	NO 	302121	NP 	17
13	30	KANAB 3 A&B 	APPEALS / THORNE 	302120	NP 	NO 	302121	NP 	1
13	30	KANAB 3 A&B 	APPEALS / THORNE 	302120	NP 	NO 	302121	NP 	0
13	30	KANAB 3 A&B 	APPEALS / THORNE 	302120	NP 	NO 	302121	NP 	61
13	30	KANAB 3 A&B 	JUDGE OF THE DISTRICT COURT 	302740	NP 	Number of Precincts for Race 	 	NP 	1
13	30	KANAB 3 A&B 	JUDGE OF THE DISTRICT COURT 	302740	NP 	Number of Precincts for Race 	 	NP 	1
13	30	KANAB 3 A&B 	JUDGE OF THE DISTRICT COURT 	302740	NP 	Number of Precincts for Race 	 	NP 	1
13	30	KANAB 3 A&B 	JUDGE OF THE DISTRICT COURT 	302740	NP 	Number of Precincts for Race 	 	NP 	1
13	30	KANAB 3 A&B 	JUDGE OF THE DISTRICT COURT 	302740	NP 	Number of Precincts for Race 	 	NP 	1
13	30	KANAB 3 A&B 	JUDGE OF THE DISTRICT COURT 	302740	NP 	Number of Precincts Reporting 	 	NP 	1
13	30	KANAB 3 A&B 	JUDGE OF THE DISTRICT COURT 	302740	NP 	Number of Precincts Reporting 	 	NP 	1
13	30	KANAB 3 A&B 	JUDGE OF THE DISTRICT COURT 	302740	NP 	Number of Precincts Reporting 	 	NP 	1
13	30	KANAB 3 A&B 	JUDGE OF THE DISTRICT COURT 	302740	NP 	Number of Precincts Reporting 	 	NP 	1
13	30	KANAB 3 A&B 	JUDGE OF THE DISTRICT COURT 	302740	NP 	Number of Precincts Reporting 	 	NP 	1
13	30	KANAB 3 A&B 	JUDGE OF THE DISTRICT COURT 	302740	NP 	Registered Voters 	 	NP 	0
13	30	KANAB 3 A&B 	JUDGE OF THE DISTRICT COURT 	302740	NP 	Registered Voters 	 	NP 	0
13	30	KANAB 3 A&B 	JUDGE OF THE DISTRICT COURT 	302740	NP 	Registered Voters 	 	NP 	0
13	30	KANAB 3 A&B 	JUDGE OF THE DISTRICT COURT 	302740	NP 	Registered Voters 	 	NP 	0
13	30	KANAB 3 A&B 	JUDGE OF THE DISTRICT COURT 	302740	NP 	Registered Voters 	 	NP 	661
13	30	KANAB 3 A&B 	JUDGE OF THE DISTRICT COURT 	302740	NP 	YES 	302744	NP 	209
13	30	KANAB 3 A&B 	JUDGE OF THE DISTRICT COURT 	302740	NP 	YES 	302744	NP 	73
13	30	KANAB 3 A&B 	JUDGE OF THE DISTRICT COURT 	302740	NP 	YES 	302744	NP 	12
13	30	KANAB 3 A&B 	JUDGE OF THE DISTRICT COURT 	302740	NP 	YES 	302744	NP 	0
13	30	KANAB 3 A&B 	JUDGE OF THE DISTRICT COURT 	302740	NP 	YES 	302744	NP 	294
13	30	KANAB 3 A&B 	JUDGE OF THE DISTRICT COURT 	302740	NP 	NO 	302741	NP 	39
13	30	KANAB 3 A&B 	JUDGE OF THE DISTRICT COURT 	302740	NP 	NO 	302741	NP 	19
13	30	KANAB 3 A&B 	JUDGE OF THE DISTRICT COURT 	302740	NP 	NO 	302741	NP 	1
13	30	KANAB 3 A&B 	JUDGE OF THE DISTRICT COURT 	302740	NP 	NO 	302741	NP 	0
13	30	KANAB 3 A&B 	JUDGE OF THE DISTRICT COURT 	302740	NP 	NO 	302741	NP 	59
13	30	KANAB 3 A&B 	KANE COUNTY JUSTICE COURT JUDGE 	130032	NP 	Number of Precincts for Race 	 	NP 	1
13	30	KANAB 3 A&B 	KANE COUNTY JUSTICE COURT JUDGE 	130032	NP 	Number of Precincts for Race 	 	NP 	1
13	30	KANAB 3 A&B 	KANE COUNTY JUSTICE COURT JUDGE 	130032	NP 	Number of Precincts for Race 	 	NP 	1
13	30	KANAB 3 A&B 	KANE COUNTY JUSTICE COURT JUDGE 	130032	NP 	Number of Precincts for Race 	 	NP 	1
13	30	KANAB 3 A&B 	KANE COUNTY JUSTICE COURT JUDGE 	130032	NP 	Number of Precincts for Race 	 	NP 	1
13	30	KANAB 3 A&B 	KANE COUNTY JUSTICE COURT JUDGE 	130032	NP 	Number of Precincts Reporting 	 	NP 	1
13	30	KANAB 3 A&B 	KANE COUNTY JUSTICE COURT JUDGE 	130032	NP 	Number of Precincts Reporting 	 	NP 	1
13	30	KANAB 3 A&B 	KANE COUNTY JUSTICE COURT JUDGE 	130032	NP 	Number of Precincts Reporting 	 	NP 	1
13	30	KANAB 3 A&B 	KANE COUNTY JUSTICE COURT JUDGE 	130032	NP 	Number of Precincts Reporting 	 	NP 	1
13	30	KANAB 3 A&B 	KANE COUNTY JUSTICE COURT JUDGE 	130032	NP 	Number of Precincts Reporting 	 	NP 	1
13	30	KANAB 3 A&B 	KANE COUNTY JUSTICE COURT JUDGE 	130032	NP 	Registered Voters 	 	NP 	0
13	30	KANAB 3 A&B 	KANE COUNTY JUSTICE COURT JUDGE 	130032	NP 	Registered Voters 	 	NP 	0
13	30	KANAB 3 A&B 	KANE COUNTY JUSTICE COURT JUDGE 	130032	NP 	Registered Voters 	 	NP 	0
13	30	KANAB 3 A&B 	KANE COUNTY JUSTICE COURT JUDGE 	130032	NP 	Registered Voters 	 	NP 	0
13	30	KANAB 3 A&B 	KANE COUNTY JUSTICE COURT JUDGE 	130032	NP 	Registered Voters 	 	NP 	661
13	30	KANAB 3 A&B 	KANE COUNTY JUSTICE COURT JUDGE 	130032	NP 	YES 	130033	NP 	231
13	30	KANAB 3 A&B 	KANE COUNTY JUSTICE COURT JUDGE 	130032	NP 	YES 	130033	NP 	93
13	30	KANAB 3 A&B 	KANE COUNTY JUSTICE COURT JUDGE 	130032	NP 	YES 	130033	NP 	9
13	30	KANAB 3 A&B 	KANE COUNTY JUSTICE COURT JUDGE 	130032	NP 	YES 	130033	NP 	0
13	30	KANAB 3 A&B 	KANE COUNTY JUSTICE COURT JUDGE 	130032	NP 	YES 	130033	NP 	333
13	30	KANAB 3 A&B 	KANE COUNTY JUSTICE COURT JUDGE 	130032	NP 	NO 	130034	NP 	41
13	30	KANAB 3 A&B 	KANE COUNTY JUSTICE COURT JUDGE 	130032	NP 	NO 	130034	NP 	10
13	30	KANAB 3 A&B 	KANE COUNTY JUSTICE COURT JUDGE 	130032	NP 	NO 	130034	NP 	3
13	30	KANAB 3 A&B 	KANE COUNTY JUSTICE COURT JUDGE 	130032	NP 	NO 	130034	NP 	0
13	30	KANAB 3 A&B 	KANE COUNTY JUSTICE COURT JUDGE 	130032	NP 	NO 	130034	NP 	54
13	30	KANAB 3 A&B 	KANAB CITY JUSTICE COURT JUDGE 	130035	NP 	Number of Precincts for Race 	 	NP 	1
13	30	KANAB 3 A&B 	KANAB CITY JUSTICE COURT JUDGE 	130035	NP 	Number of Precincts for Race 	 	NP 	1
13	30	KANAB 3 A&B 	KANAB CITY JUSTICE COURT JUDGE 	130035	NP 	Number of Precincts for Race 	 	NP 	1
13	30	KANAB 3 A&B 	KANAB CITY JUSTICE COURT JUDGE 	130035	NP 	Number of Precincts for Race 	 	NP 	1
13	30	KANAB 3 A&B 	KANAB CITY JUSTICE COURT JUDGE 	130035	NP 	Number of Precincts for Race 	 	NP 	1
13	30	KANAB 3 A&B 	KANAB CITY JUSTICE COURT JUDGE 	130035	NP 	Number of Precincts Reporting 	 	NP 	1
13	30	KANAB 3 A&B 	KANAB CITY JUSTICE COURT JUDGE 	130035	NP 	Number of Precincts Reporting 	 	NP 	1
13	30	KANAB 3 A&B 	KANAB CITY JUSTICE COURT JUDGE 	130035	NP 	Number of Precincts Reporting 	 	NP 	1
13	30	KANAB 3 A&B 	KANAB CITY JUSTICE COURT JUDGE 	130035	NP 	Number of Precincts Reporting 	 	NP 	1
13	30	KANAB 3 A&B 	KANAB CITY JUSTICE COURT JUDGE 	130035	NP 	Number of Precincts Reporting 	 	NP 	1
13	30	KANAB 3 A&B 	KANAB CITY JUSTICE COURT JUDGE 	130035	NP 	Registered Voters 	 	NP 	0
13	30	KANAB 3 A&B 	KANAB CITY JUSTICE COURT JUDGE 	130035	NP 	Registered Voters 	 	NP 	0
13	30	KANAB 3 A&B 	KANAB CITY JUSTICE COURT JUDGE 	130035	NP 	Registered Voters 	 	NP 	0
13	30	KANAB 3 A&B 	KANAB CITY JUSTICE COURT JUDGE 	130035	NP 	Registered Voters 	 	NP 	0
13	30	KANAB 3 A&B 	KANAB CITY JUSTICE COURT JUDGE 	130035	NP 	Registered Voters 	 	NP 	661
13	30	KANAB 3 A&B 	KANAB CITY JUSTICE COURT JUDGE 	130035	NP 	YES 	130036	NP 	223
13	30	KANAB 3 A&B 	KANAB CITY JUSTICE COURT JUDGE 	130035	NP 	YES 	130036	NP 	76
13	30	KANAB 3 A&B 	KANAB CITY JUSTICE COURT JUDGE 	130035	NP 	YES 	130036	NP 	12
13	30	KANAB 3 A&B 	KANAB CITY JUSTICE COURT JUDGE 	130035	NP 	YES 	130036	NP 	0
13	30	KANAB 3 A&B 	KANAB CITY JUSTICE COURT JUDGE 	130035	NP 	YES 	130036	NP 	311
13	30	KANAB 3 A&B 	KANAB CITY JUSTICE COURT JUDGE 	130035	NP 	NO 	130037	NP 	56
13	30	KANAB 3 A&B 	KANAB CITY JUSTICE COURT JUDGE 	130035	NP 	NO 	130037	NP 	24
13	30	KANAB 3 A&B 	KANAB CITY JUSTICE COURT JUDGE 	130035	NP 	NO 	130037	NP 	2
13	30	KANAB 3 A&B 	KANAB CITY JUSTICE COURT JUDGE 	130035	NP 	NO 	130037	NP 	0
13	30	KANAB 3 A&B 	KANAB CITY JUSTICE COURT JUDGE 	130035	NP 	NO 	130037	NP 	82
13	30	KANAB 3 A&B 	BIG WATER TOWN JUSTICE COURT JUDGE 	130038	NP 	Number of Precincts for Race 	 	NP 	1
13	30	KANAB 3 A&B 	BIG WATER TOWN JUSTICE COURT JUDGE 	130038	NP 	Number of Precincts for Race 	 	NP 	1
13	30	KANAB 3 A&B 	BIG WATER TOWN JUSTICE COURT JUDGE 	130038	NP 	Number of Precincts for Race 	 	NP 	1
13	30	KANAB 3 A&B 	BIG WATER TOWN JUSTICE COURT JUDGE 	130038	NP 	Number of Precincts for Race 	 	NP 	1
13	30	KANAB 3 A&B 	BIG WATER TOWN JUSTICE COURT JUDGE 	130038	NP 	Number of Precincts for Race 	 	NP 	1
13	30	KANAB 3 A&B 	BIG WATER TOWN JUSTICE COURT JUDGE 	130038	NP 	Number of Precincts Reporting 	 	NP 	1
13	30	KANAB 3 A&B 	BIG WATER TOWN JUSTICE COURT JUDGE 	130038	NP 	Number of Precincts Reporting 	 	NP 	1
13	30	KANAB 3 A&B 	BIG WATER TOWN JUSTICE COURT JUDGE 	130038	NP 	Number of Precincts Reporting 	 	NP 	1
13	30	KANAB 3 A&B 	BIG WATER TOWN JUSTICE COURT JUDGE 	130038	NP 	Number of Precincts Reporting 	 	NP 	1
13	30	KANAB 3 A&B 	BIG WATER TOWN JUSTICE COURT JUDGE 	130038	NP 	Number of Precincts Reporting 	 	NP 	1
13	30	KANAB 3 A&B 	BIG WATER TOWN JUSTICE COURT JUDGE 	130038	NP 	Registered Voters 	 	NP 	0
13	30	KANAB 3 A&B 	BIG WATER TOWN JUSTICE COURT JUDGE 	130038	NP 	Registered Voters 	 	NP 	0
13	30	KANAB 3 A&B 	BIG WATER TOWN JUSTICE COURT JUDGE 	130038	NP 	Registered Voters 	 	NP 	0
13	30	KANAB 3 A&B 	BIG WATER TOWN JUSTICE COURT JUDGE 	130038	NP 	Registered Voters 	 	NP 	0
13	30	KANAB 3 A&B 	BIG WATER TOWN JUSTICE COURT JUDGE 	130038	NP 	Registered Voters 	 	NP 	661
13	30	KANAB 3 A&B 	BIG WATER TOWN JUSTICE COURT JUDGE 	130038	NP 	YES 	130039	NP 	197
13	30	KANAB 3 A&B 	BIG WATER TOWN JUSTICE COURT JUDGE 	130038	NP 	YES 	130039	NP 	73
13	30	KANAB 3 A&B 	BIG WATER TOWN JUSTICE COURT JUDGE 	130038	NP 	YES 	130039	NP 	12
13	30	KANAB 3 A&B 	BIG WATER TOWN JUSTICE COURT JUDGE 	130038	NP 	YES 	130039	NP 	0
13	30	KANAB 3 A&B 	BIG WATER TOWN JUSTICE COURT JUDGE 	130038	NP 	YES 	130039	NP 	282
13	30	KANAB 3 A&B 	BIG WATER TOWN JUSTICE COURT JUDGE 	130038	NP 	NO 	130040	NP 	35
13	30	KANAB 3 A&B 	BIG WATER TOWN JUSTICE COURT JUDGE 	130038	NP 	NO 	130040	NP 	14
13	30	KANAB 3 A&B 	BIG WATER TOWN JUSTICE COURT JUDGE 	130038	NP 	NO 	130040	NP 	1
13	30	KANAB 3 A&B 	BIG WATER TOWN JUSTICE COURT JUDGE 	130038	NP 	NO 	130040	NP 	0
13	30	KANAB 3 A&B 	BIG WATER TOWN JUSTICE COURT JUDGE 	130038	NP 	NO 	130040	NP 	50
13	30	KANAB 3 A&B 	AMENDMENT A 	302800	NP 	Number of Precincts for Race 	 	NP 	1
13	30	KANAB 3 A&B 	AMENDMENT A 	302800	NP 	Number of Precincts for Race 	 	NP 	1
13	30	KANAB 3 A&B 	AMENDMENT A 	302800	NP 	Number of Precincts for Race 	 	NP 	1
13	30	KANAB 3 A&B 	AMENDMENT A 	302800	NP 	Number of Precincts for Race 	 	NP 	1
13	30	KANAB 3 A&B 	AMENDMENT A 	302800	NP 	Number of Precincts for Race 	 	NP 	1
13	30	KANAB 3 A&B 	AMENDMENT A 	302800	NP 	Number of Precincts Reporting 	 	NP 	1
13	30	KANAB 3 A&B 	AMENDMENT A 	302800	NP 	Number of Precincts Reporting 	 	NP 	1
13	30	KANAB 3 A&B 	AMENDMENT A 	302800	NP 	Number of Precincts Reporting 	 	NP 	1
13	30	KANAB 3 A&B 	AMENDMENT A 	302800	NP 	Number of Precincts Reporting 	 	NP 	1
13	30	KANAB 3 A&B 	AMENDMENT A 	302800	NP 	Number of Precincts Reporting 	 	NP 	1
13	30	KANAB 3 A&B 	AMENDMENT A 	302800	NP 	Registered Voters 	 	NP 	0
13	30	KANAB 3 A&B 	AMENDMENT A 	302800	NP 	Registered Voters 	 	NP 	0
13	30	KANAB 3 A&B 	AMENDMENT A 	302800	NP 	Registered Voters 	 	NP 	0
13	30	KANAB 3 A&B 	AMENDMENT A 	302800	NP 	Registered Voters 	 	NP 	0
13	30	KANAB 3 A&B 	AMENDMENT A 	302800	NP 	Registered Voters 	 	NP 	661
13	30	KANAB 3 A&B 	AMENDMENT A 	302800	NP 	FOR 	302804	NP 	165
13	30	KANAB 3 A&B 	AMENDMENT A 	302800	NP 	FOR 	302804	NP 	65
13	30	KANAB 3 A&B 	AMENDMENT A 	302800	NP 	FOR 	302804	NP 	11
13	30	KANAB 3 A&B 	AMENDMENT A 	302800	NP 	FOR 	302804	NP 	0
13	30	KANAB 3 A&B 	AMENDMENT A 	302800	NP 	FOR 	302804	NP 	241
13	30	KANAB 3 A&B 	AMENDMENT A 	302800	NP 	AGAINST 	302801	NP 	105
13	30	KANAB 3 A&B 	AMENDMENT A 	302800	NP 	AGAINST 	302801	NP 	45
13	30	KANAB 3 A&B 	AMENDMENT A 	302800	NP 	AGAINST 	302801	NP 	3
13	30	KANAB 3 A&B 	AMENDMENT A 	302800	NP 	AGAINST 	302801	NP 	0
13	30	KANAB 3 A&B 	AMENDMENT A 	302800	NP 	AGAINST 	302801	NP 	153
13	30	KANAB 3 A&B 	AMENDMENT B 	302820	NP 	Number of Precincts for Race 	 	NP 	1
13	30	KANAB 3 A&B 	AMENDMENT B 	302820	NP 	Number of Precincts for Race 	 	NP 	1
13	30	KANAB 3 A&B 	AMENDMENT B 	302820	NP 	Number of Precincts for Race 	 	NP 	1
13	30	KANAB 3 A&B 	AMENDMENT B 	302820	NP 	Number of Precincts for Race 	 	NP 	1
13	30	KANAB 3 A&B 	AMENDMENT B 	302820	NP 	Number of Precincts for Race 	 	NP 	1
13	30	KANAB 3 A&B 	AMENDMENT B 	302820	NP 	Number of Precincts Reporting 	 	NP 	1
13	30	KANAB 3 A&B 	AMENDMENT B 	302820	NP 	Number of Precincts Reporting 	 	NP 	1
13	30	KANAB 3 A&B 	AMENDMENT B 	302820	NP 	Number of Precincts Reporting 	 	NP 	1
13	30	KANAB 3 A&B 	AMENDMENT B 	302820	NP 	Number of Precincts Reporting 	 	NP 	1
13	30	KANAB 3 A&B 	AMENDMENT B 	302820	NP 	Number of Precincts Reporting 	 	NP 	1
13	30	KANAB 3 A&B 	AMENDMENT B 	302820	NP 	Registered Voters 	 	NP 	0
13	30	KANAB 3 A&B 	AMENDMENT B 	302820	NP 	Registered Voters 	 	NP 	0
13	30	KANAB 3 A&B 	AMENDMENT B 	302820	NP 	Registered Voters 	 	NP 	0
13	30	KANAB 3 A&B 	AMENDMENT B 	302820	NP 	Registered Voters 	 	NP 	0
13	30	KANAB 3 A&B 	AMENDMENT B 	302820	NP 	Registered Voters 	 	NP 	661
13	30	KANAB 3 A&B 	AMENDMENT B 	302820	NP 	FOR 	302824	NP 	228
13	30	KANAB 3 A&B 	AMENDMENT B 	302820	NP 	FOR 	302824	NP 	84
13	30	KANAB 3 A&B 	AMENDMENT B 	302820	NP 	FOR 	302824	NP 	14
13	30	KANAB 3 A&B 	AMENDMENT B 	302820	NP 	FOR 	302824	NP 	0
13	30	KANAB 3 A&B 	AMENDMENT B 	302820	NP 	FOR 	302824	NP 	326
13	30	KANAB 3 A&B 	AMENDMENT B 	302820	NP 	AGAINST 	302821	NP 	46
13	30	KANAB 3 A&B 	AMENDMENT B 	302820	NP 	AGAINST 	302821	NP 	22
13	30	KANAB 3 A&B 	AMENDMENT B 	302820	NP 	AGAINST 	302821	NP 	1
13	30	KANAB 3 A&B 	AMENDMENT B 	302820	NP 	AGAINST 	302821	NP 	0
13	30	KANAB 3 A&B 	AMENDMENT B 	302820	NP 	AGAINST 	302821	NP 	69
13	30	KANAB 3 A&B 	AMENDMENT C 	302840	NP 	Number of Precincts for Race 	 	NP 	1
13	30	KANAB 3 A&B 	AMENDMENT C 	302840	NP 	Number of Precincts for Race 	 	NP 	1
13	30	KANAB 3 A&B 	AMENDMENT C 	302840	NP 	Number of Precincts for Race 	 	NP 	1
13	30	KANAB 3 A&B 	AMENDMENT C 	302840	NP 	Number of Precincts for Race 	 	NP 	1
13	30	KANAB 3 A&B 	AMENDMENT C 	302840	NP 	Number of Precincts for Race 	 	NP 	1
13	30	KANAB 3 A&B 	AMENDMENT C 	302840	NP 	Number of Precincts Reporting 	 	NP 	1
13	30	KANAB 3 A&B 	AMENDMENT C 	302840	NP 	Number of Precincts Reporting 	 	NP 	1
13	30	KANAB 3 A&B 	AMENDMENT C 	302840	NP 	Number of Precincts Reporting 	 	NP 	1
13	30	KANAB 3 A&B 	AMENDMENT C 	302840	NP 	Number of Precincts Reporting 	 	NP 	1
13	30	KANAB 3 A&B 	AMENDMENT C 	302840	NP 	Number of Precincts Reporting 	 	NP 	1
13	30	KANAB 3 A&B 	AMENDMENT C 	302840	NP 	Registered Voters 	 	NP 	0
13	30	KANAB 3 A&B 	AMENDMENT C 	302840	NP 	Registered Voters 	 	NP 	0
13	30	KANAB 3 A&B 	AMENDMENT C 	302840	NP 	Registered Voters 	 	NP 	0
13	30	KANAB 3 A&B 	AMENDMENT C 	302840	NP 	Registered Voters 	 	NP 	0
13	30	KANAB 3 A&B 	AMENDMENT C 	302840	NP 	Registered Voters 	 	NP 	661
13	30	KANAB 3 A&B 	AMENDMENT C 	302840	NP 	FOR 	302844	NP 	155
13	30	KANAB 3 A&B 	AMENDMENT C 	302840	NP 	FOR 	302844	NP 	61
13	30	KANAB 3 A&B 	AMENDMENT C 	302840	NP 	FOR 	302844	NP 	5
13	30	KANAB 3 A&B 	AMENDMENT C 	302840	NP 	FOR 	302844	NP 	0
13	30	KANAB 3 A&B 	AMENDMENT C 	302840	NP 	FOR 	302844	NP 	221
13	30	KANAB 3 A&B 	AMENDMENT C 	302840	NP 	AGAINST 	302841	NP 	117
13	30	KANAB 3 A&B 	AMENDMENT C 	302840	NP 	AGAINST 	302841	NP 	46
13	30	KANAB 3 A&B 	AMENDMENT C 	302840	NP 	AGAINST 	302841	NP 	9
13	30	KANAB 3 A&B 	AMENDMENT C 	302840	NP 	AGAINST 	302841	NP 	0
13	30	KANAB 3 A&B 	AMENDMENT C 	302840	NP 	AGAINST 	302841	NP 	172
13	30	KANAB 3 A&B 	AMENDMENT D 	302860	NP 	Number of Precincts for Race 	 	NP 	1
13	30	KANAB 3 A&B 	AMENDMENT D 	302860	NP 	Number of Precincts for Race 	 	NP 	1
13	30	KANAB 3 A&B 	AMENDMENT D 	302860	NP 	Number of Precincts for Race 	 	NP 	1
13	30	KANAB 3 A&B 	AMENDMENT D 	302860	NP 	Number of Precincts for Race 	 	NP 	1
13	30	KANAB 3 A&B 	AMENDMENT D 	302860	NP 	Number of Precincts for Race 	 	NP 	1
13	30	KANAB 3 A&B 	AMENDMENT D 	302860	NP 	Number of Precincts Reporting 	 	NP 	1
13	30	KANAB 3 A&B 	AMENDMENT D 	302860	NP 	Number of Precincts Reporting 	 	NP 	1
13	30	KANAB 3 A&B 	AMENDMENT D 	302860	NP 	Number of Precincts Reporting 	 	NP 	1
13	30	KANAB 3 A&B 	AMENDMENT D 	302860	NP 	Number of Precincts Reporting 	 	NP 	1
13	30	KANAB 3 A&B 	AMENDMENT D 	302860	NP 	Number of Precincts Reporting 	 	NP 	1
13	30	KANAB 3 A&B 	AMENDMENT D 	302860	NP 	Registered Voters 	 	NP 	0
13	30	KANAB 3 A&B 	AMENDMENT D 	302860	NP 	Registered Voters 	 	NP 	0
13	30	KANAB 3 A&B 	AMENDMENT D 	302860	NP 	Registered Voters 	 	NP 	0
13	30	KANAB 3 A&B 	AMENDMENT D 	302860	NP 	Registered Voters 	 	NP 	0
13	30	KANAB 3 A&B 	AMENDMENT D 	302860	NP 	Registered Voters 	 	NP 	661
13	30	KANAB 3 A&B 	AMENDMENT D 	302860	NP 	FOR 	302864	NP 	149
13	30	KANAB 3 A&B 	AMENDMENT D 	302860	NP 	FOR 	302864	NP 	69
13	30	KANAB 3 A&B 	AMENDMENT D 	302860	NP 	FOR 	302864	NP 	13
13	30	KANAB 3 A&B 	AMENDMENT D 	302860	NP 	FOR 	302864	NP 	0
13	30	KANAB 3 A&B 	AMENDMENT D 	302860	NP 	FOR 	302864	NP 	231
13	30	KANAB 3 A&B 	AMENDMENT D 	302860	NP 	AGAINST 	302861	NP 	118
13	30	KANAB 3 A&B 	AMENDMENT D 	302860	NP 	AGAINST 	302861	NP 	38
13	30	KANAB 3 A&B 	AMENDMENT D 	302860	NP 	AGAINST 	302861	NP 	3
13	30	KANAB 3 A&B 	AMENDMENT D 	302860	NP 	AGAINST 	302861	NP 	0
13	30	KANAB 3 A&B 	AMENDMENT D 	302860	NP 	AGAINST 	302861	NP 	159
13	40	KANAB 4 A&B 	Race Statistics 	 	NP 	Number of Precincts 	 	NP 	1
13	40	KANAB 4 A&B 	Race Statistics 	 	NP 	Number of Precincts 	 	NP 	1
13	40	KANAB 4 A&B 	Race Statistics 	 	NP 	Number of Precincts 	 	NP 	1
13	40	KANAB 4 A&B 	Race Statistics 	 	NP 	Number of Precincts 	 	NP 	1
13	40	KANAB 4 A&B 	Race Statistics 	 	NP 	Number of Precincts 	 	NP 	1
13	40	KANAB 4 A&B 	Race Statistics 	 	NP 	Number of Precincts Reporting 	 	NP 	1
13	40	KANAB 4 A&B 	Race Statistics 	 	NP 	Number of Precincts Reporting 	 	NP 	1
13	40	KANAB 4 A&B 	Race Statistics 	 	NP 	Number of Precincts Reporting 	 	NP 	1
13	40	KANAB 4 A&B 	Race Statistics 	 	NP 	Number of Precincts Reporting 	 	NP 	1
13	40	KANAB 4 A&B 	Race Statistics 	 	NP 	Number of Precincts Reporting 	 	NP 	1
13	40	KANAB 4 A&B 	STRAIGHT PARTY 	 	NP 	Number of Precincts for Race 	 	NP 	1
13	40	KANAB 4 A&B 	STRAIGHT PARTY 	 	NP 	Number of Precincts for Race 	 	NP 	1
13	40	KANAB 4 A&B 	STRAIGHT PARTY 	 	NP 	Number of Precincts for Race 	 	NP 	1
13	40	KANAB 4 A&B 	STRAIGHT PARTY 	 	NP 	Number of Precincts for Race 	 	NP 	1
13	40	KANAB 4 A&B 	STRAIGHT PARTY 	 	NP 	Number of Precincts for Race 	 	NP 	1
13	40	KANAB 4 A&B 	STRAIGHT PARTY 	 	NP 	Number of Precincts Reporting 	 	NP 	1
13	40	KANAB 4 A&B 	STRAIGHT PARTY 	 	NP 	Number of Precincts Reporting 	 	NP 	1
13	40	KANAB 4 A&B 	STRAIGHT PARTY 	 	NP 	Number of Precincts Reporting 	 	NP 	1
13	40	KANAB 4 A&B 	STRAIGHT PARTY 	 	NP 	Number of Precincts Reporting 	 	NP 	1
13	40	KANAB 4 A&B 	STRAIGHT PARTY 	 	NP 	Number of Precincts Reporting 	 	NP 	1
13	40	KANAB 4 A&B 	STRAIGHT PARTY 	 	NP 	Registered Voters 	 	NP 	0
13	40	KANAB 4 A&B 	STRAIGHT PARTY 	 	NP 	Registered Voters 	 	NP 	0
13	40	KANAB 4 A&B 	STRAIGHT PARTY 	 	NP 	Registered Voters 	 	NP 	0
13	40	KANAB 4 A&B 	STRAIGHT PARTY 	 	NP 	Registered Voters 	 	NP 	0
13	40	KANAB 4 A&B 	STRAIGHT PARTY 	 	NP 	Registered Voters 	 	NP 	646
13	40	KANAB 4 A&B 	STRAIGHT PARTY 	 	NP 	REPUBLICAN 	 	REP 	58
13	40	KANAB 4 A&B 	STRAIGHT PARTY 	 	NP 	REPUBLICAN 	 	REP 	24
13	40	KANAB 4 A&B 	STRAIGHT PARTY 	 	NP 	REPUBLICAN 	 	REP 	5
13	40	KANAB 4 A&B 	STRAIGHT PARTY 	 	NP 	REPUBLICAN 	 	REP 	0
13	40	KANAB 4 A&B 	STRAIGHT PARTY 	 	NP 	REPUBLICAN 	 	REP 	87
13	40	KANAB 4 A&B 	STRAIGHT PARTY 	 	NP 	DEMOCRATIC 	 	DEM 	27
13	40	KANAB 4 A&B 	STRAIGHT PARTY 	 	NP 	DEMOCRATIC 	 	DEM 	10
13	40	KANAB 4 A&B 	STRAIGHT PARTY 	 	NP 	DEMOCRATIC 	 	DEM 	0
13	40	KANAB 4 A&B 	STRAIGHT PARTY 	 	NP 	DEMOCRATIC 	 	DEM 	1
13	40	KANAB 4 A&B 	STRAIGHT PARTY 	 	NP 	DEMOCRATIC 	 	DEM 	38
13	40	KANAB 4 A&B 	STRAIGHT PARTY 	 	NP 	CONSTITUTION 	 	CON 	0
