27	720	SG38 	Race Statistics 	 	NP 	Number of Precincts 	 	NP 	1
27	730	SG39 	Utah State House District 74 	301920	NP 	Number of Precincts for Race 	 	NP 	1
27	730	SG39 	Utah State House District 74 	301920	NP 	Number of Precincts for Race 	 	NP 	1
27	730	SG39 	Utah State House District 74 	301920	NP 	Number of Precincts Reporting 	 	NP 	1
27	730	SG39 	Utah State House District 74 	301920	NP 	Number of Precincts Reporting 	 	NP 	1
27	730	SG39 	Utah State House District 74 	301920	NP 	Number of Precincts Reporting 	 	NP 	1
27	730	SG39 	Utah State House District 74 	301920	NP 	Number of Precincts Reporting 	 	NP 	1
27	730	SG39 	Utah State House District 74 	301920	NP 	Number of Precincts Reporting 	 	NP 	1
27	730	SG39 	Utah State House District 74 	301920	NP 	Number of Precincts Reporting 	 	NP 	1
27	730	SG39 	Utah State House District 74 	301920	NP 	Registered Voters 	 	NP 	0
27	730	SG39 	Utah State House District 74 	301920	NP 	Registered Voters 	 	NP 	0
27	730	SG39 	Utah State House District 74 	301920	NP 	Registered Voters 	 	NP 	0
27	730	SG39 	Utah State House District 74 	301920	NP 	Registered Voters 	 	NP 	0
27	730	SG39 	Utah State House District 74 	301920	NP 	Registered Voters 	 	NP 	0
27	730	SG39 	Utah State House District 74 	301920	NP 	Registered Voters 	 	NP 	781
27	730	SG39 	Utah State House District 74 	301920	NP 	DAVID CLARK 	301921	REP 	282
27	730	SG39 	Utah State House District 74 	301920	NP 	DAVID CLARK 	301921	REP 	65
27	730	SG39 	Utah State House District 74 	301920	NP 	DAVID CLARK 	301921	REP 	31
27	730	SG39 	Utah State House District 74 	301920	NP 	DAVID CLARK 	301921	REP 	0
27	730	SG39 	Utah State House District 74 	301920	NP 	DAVID CLARK 	301921	REP 	0
27	730	SG39 	Utah State House District 74 	301920	NP 	DAVID CLARK 	301921	REP 	378
27	730	SG39 	Utah State House District 74 	301920	NP 	CYRIL H. NOBLE 	301927	DEM 	89
27	730	SG39 	Utah State House District 74 	301920	NP 	CYRIL H. NOBLE 	301927	DEM 	22
27	730	SG39 	Utah State House District 74 	301920	NP 	CYRIL H. NOBLE 	301927	DEM 	23
27	730	SG39 	Utah State House District 74 	301920	NP 	CYRIL H. NOBLE 	301927	DEM 	0
27	730	SG39 	Utah State House District 74 	301920	NP 	CYRIL H. NOBLE 	301927	DEM 	0
27	730	SG39 	Utah State House District 74 	301920	NP 	CYRIL H. NOBLE 	301927	DEM 	134
27	730	SG39 	Utah State House District 74 	301920	NP 	PHILIP O. JENSEN 	301924	CON 	17
27	730	SG39 	Utah State House District 74 	301920	NP 	PHILIP O. JENSEN 	301924	CON 	9
27	730	SG39 	Utah State House District 74 	301920	NP 	PHILIP O. JENSEN 	301924	CON 	2
27	730	SG39 	Utah State House District 74 	301920	NP 	PHILIP O. JENSEN 	301924	CON 	0
27	730	SG39 	Utah State House District 74 	301920	NP 	PHILIP O. JENSEN 	301924	CON 	0
27	730	SG39 	Utah State House District 74 	301920	NP 	PHILIP O. JENSEN 	301924	CON 	28
27	730	SG39 	Utah State House District 74 	301920	NP 	Write-in 40 	 	NP 	0
27	730	SG39 	Utah State House District 74 	301920	NP 	Write-in 40 	 	NP 	0
27	730	SG39 	Utah State House District 74 	301920	NP 	Write-in 40 	 	NP 	0
27	730	SG39 	Utah State House District 74 	301920	NP 	Write-in 40 	 	NP 	0
27	730	SG39 	Utah State House District 74 	301920	NP 	Write-in 40 	 	NP 	0
27	730	SG39 	Utah State House District 74 	301920	NP 	Write-in 40 	 	NP 	0
27	730	SG39 	State School Board District 15 	302100	NP 	Number of Precincts for Race 	 	NP 	1
27	730	SG39 	State School Board District 15 	302100	NP 	Number of Precincts for Race 	 	NP 	1
27	730	SG39 	State School Board District 15 	302100	NP 	Number of Precincts for Race 	 	NP 	1
27	730	SG39 	State School Board District 15 	302100	NP 	Number of Precincts for Race 	 	NP 	1
27	730	SG39 	State School Board District 15 	302100	NP 	Number of Precincts for Race 	 	NP 	1
27	730	SG39 	State School Board District 15 	302100	NP 	Number of Precincts for Race 	 	NP 	1
27	730	SG39 	State School Board District 15 	302100	NP 	Number of Precincts Reporting 	 	NP 	1
27	730	SG39 	State School Board District 15 	302100	NP 	Number of Precincts Reporting 	 	NP 	1
27	730	SG39 	State School Board District 15 	302100	NP 	Number of Precincts Reporting 	 	NP 	1
27	730	SG39 	State School Board District 15 	302100	NP 	Number of Precincts Reporting 	 	NP 	1
27	730	SG39 	State School Board District 15 	302100	NP 	Number of Precincts Reporting 	 	NP 	1
27	730	SG39 	State School Board District 15 	302100	NP 	Number of Precincts Reporting 	 	NP 	1
27	730	SG39 	State School Board District 15 	302100	NP 	Registered Voters 	 	NP 	0
27	730	SG39 	State School Board District 15 	302100	NP 	Registered Voters 	 	NP 	0
27	730	SG39 	State School Board District 15 	302100	NP 	Registered Voters 	 	NP 	0
27	730	SG39 	State School Board District 15 	302100	NP 	Registered Voters 	 	NP 	0
27	730	SG39 	State School Board District 15 	302100	NP 	Registered Voters 	 	NP 	0
27	730	SG39 	State School Board District 15 	302100	NP 	Registered Voters 	 	NP 	781
27	730	SG39 	State School Board District 15 	302100	NP 	TOM JETT 	302101	NP 	79
27	730	SG39 	State School Board District 15 	302100	NP 	TOM JETT 	302101	NP 	18
27	730	SG39 	State School Board District 15 	302100	NP 	TOM JETT 	302101	NP 	13
27	730	SG39 	State School Board District 15 	302100	NP 	TOM JETT 	302101	NP 	0
27	730	SG39 	State School Board District 15 	302100	NP 	TOM JETT 	302101	NP 	0
27	730	SG39 	State School Board District 15 	302100	NP 	TOM JETT 	302101	NP 	110
27	730	SG39 	State School Board District 15 	302100	NP 	DEBRA G. ROBERTS 	302104	NP 	196
27	730	SG39 	State School Board District 15 	302100	NP 	DEBRA G. ROBERTS 	302104	NP 	53
27	730	SG39 	State School Board District 15 	302100	NP 	DEBRA G. ROBERTS 	302104	NP 	24
27	730	SG39 	State School Board District 15 	302100	NP 	DEBRA G. ROBERTS 	302104	NP 	0
27	730	SG39 	State School Board District 15 	302100	NP 	DEBRA G. ROBERTS 	302104	NP 	0
27	730	SG39 	State School Board District 15 	302100	NP 	DEBRA G. ROBERTS 	302104	NP 	273
27	730	SG39 	State School Board District 15 	302100	NP 	Write-in 40 	 	NP 	0
27	730	SG39 	State School Board District 15 	302100	NP 	Write-in 40 	 	NP 	0
27	730	SG39 	State School Board District 15 	302100	NP 	Write-in 40 	 	NP 	0
27	730	SG39 	State School Board District 15 	302100	NP 	Write-in 40 	 	NP 	0
27	730	SG39 	State School Board District 15 	302100	NP 	Write-in 40 	 	NP 	0
27	730	SG39 	State School Board District 15 	302100	NP 	Write-in 40 	 	NP 	0
27	730	SG39 	County Commission Seat A 	270000	NP 	Number of Precincts for Race 	 	NP 	1
27	730	SG39 	County Commission Seat A 	270000	NP 	Number of Precincts for Race 	 	NP 	1
27	730	SG39 	County Commission Seat A 	270000	NP 	Number of Precincts for Race 	 	NP 	1
27	730	SG39 	County Commission Seat A 	270000	NP 	Number of Precincts for Race 	 	NP 	1
27	730	SG39 	County Commission Seat A 	270000	NP 	Number of Precincts for Race 	 	NP 	1
27	730	SG39 	County Commission Seat A 	270000	NP 	Number of Precincts for Race 	 	NP 	1
27	730	SG39 	County Commission Seat A 	270000	NP 	Number of Precincts Reporting 	 	NP 	1
27	730	SG39 	County Commission Seat A 	270000	NP 	Number of Precincts Reporting 	 	NP 	1
27	730	SG39 	County Commission Seat A 	270000	NP 	Number of Precincts Reporting 	 	NP 	1
27	730	SG39 	County Commission Seat A 	270000	NP 	Number of Precincts Reporting 	 	NP 	1
27	730	SG39 	County Commission Seat A 	270000	NP 	Number of Precincts Reporting 	 	NP 	1
27	730	SG39 	County Commission Seat A 	270000	NP 	Number of Precincts Reporting 	 	NP 	1
27	730	SG39 	County Commission Seat A 	270000	NP 	Registered Voters 	 	NP 	0
27	730	SG39 	County Commission Seat A 	270000	NP 	Registered Voters 	 	NP 	0
27	730	SG39 	County Commission Seat A 	270000	NP 	Registered Voters 	 	NP 	0
27	730	SG39 	County Commission Seat A 	270000	NP 	Registered Voters 	 	NP 	0
27	730	SG39 	County Commission Seat A 	270000	NP 	Registered Voters 	 	NP 	0
27	730	SG39 	County Commission Seat A 	270000	NP 	Registered Voters 	 	NP 	781
27	730	SG39 	County Commission Seat A 	270000	NP 	JAMES EARDLEY 	271001	REP 	325
27	730	SG39 	County Commission Seat A 	270000	NP 	JAMES EARDLEY 	271001	REP 	83
27	730	SG39 	County Commission Seat A 	270000	NP 	JAMES EARDLEY 	271001	REP 	32
27	730	SG39 	County Commission Seat A 	270000	NP 	JAMES EARDLEY 	271001	REP 	0
27	730	SG39 	County Commission Seat A 	270000	NP 	JAMES EARDLEY 	271001	REP 	0
27	730	SG39 	County Commission Seat A 	270000	NP 	JAMES EARDLEY 	271001	REP 	440
27	730	SG39 	County Commission Seat A 	270000	NP 	Write-in 20 	 	NP 	1
27	730	SG39 	County Commission Seat A 	270000	NP 	Write-in 20 	 	NP 	0
27	730	SG39 	County Commission Seat A 	270000	NP 	Write-in 20 	 	NP 	1
27	730	SG39 	County Commission Seat A 	270000	NP 	Write-in 20 	 	NP 	0
27	730	SG39 	County Commission Seat A 	270000	NP 	Write-in 20 	 	NP 	0
27	730	SG39 	County Commission Seat A 	270000	NP 	Write-in 20 	 	NP 	2
27	730	SG39 	County Commission Seat B 	270002	NP 	Number of Precincts for Race 	 	NP 	1
27	730	SG39 	County Commission Seat B 	270002	NP 	Number of Precincts for Race 	 	NP 	1
27	730	SG39 	County Commission Seat B 	270002	NP 	Number of Precincts for Race 	 	NP 	1
27	730	SG39 	County Commission Seat B 	270002	NP 	Number of Precincts for Race 	 	NP 	1
27	730	SG39 	County Commission Seat B 	270002	NP 	Number of Precincts for Race 	 	NP 	1
27	730	SG39 	County Commission Seat B 	270002	NP 	Number of Precincts for Race 	 	NP 	1
27	730	SG39 	County Commission Seat B 	270002	NP 	Number of Precincts Reporting 	 	NP 	1
27	730	SG39 	County Commission Seat B 	270002	NP 	Number of Precincts Reporting 	 	NP 	1
27	730	SG39 	County Commission Seat B 	270002	NP 	Number of Precincts Reporting 	 	NP 	1
27	730	SG39 	County Commission Seat B 	270002	NP 	Number of Precincts Reporting 	 	NP 	1
27	730	SG39 	County Commission Seat B 	270002	NP 	Number of Precincts Reporting 	 	NP 	1
27	730	SG39 	County Commission Seat B 	270002	NP 	Number of Precincts Reporting 	 	NP 	1
27	730	SG39 	County Commission Seat B 	270002	NP 	Registered Voters 	 	NP 	0
27	730	SG39 	County Commission Seat B 	270002	NP 	Registered Voters 	 	NP 	0
27	730	SG39 	County Commission Seat B 	270002	NP 	Registered Voters 	 	NP 	0
27	730	SG39 	County Commission Seat B 	270002	NP 	Registered Voters 	 	NP 	0
27	730	SG39 	County Commission Seat B 	270002	NP 	Registered Voters 	 	NP 	0
27	730	SG39 	County Commission Seat B 	270002	NP 	Registered Voters 	 	NP 	781
27	730	SG39 	County Commission Seat B 	270002	NP 	DENNY DRAKE 	271003	REP 	324
27	730	SG39 	County Commission Seat B 	270002	NP 	DENNY DRAKE 	271003	REP 	83
27	730	SG39 	County Commission Seat B 	270002	NP 	DENNY DRAKE 	271003	REP 	32
27	730	SG39 	County Commission Seat B 	270002	NP 	DENNY DRAKE 	271003	REP 	0
27	730	SG39 	County Commission Seat B 	270002	NP 	DENNY DRAKE 	271003	REP 	0
27	730	SG39 	County Commission Seat B 	270002	NP 	DENNY DRAKE 	271003	REP 	439
27	730	SG39 	County Commission Seat B 	270002	NP 	Write-in 20 	 	NP 	1
27	730	SG39 	County Commission Seat B 	270002	NP 	Write-in 20 	 	NP 	0
27	730	SG39 	County Commission Seat B 	270002	NP 	Write-in 20 	 	NP 	0
27	730	SG39 	County Commission Seat B 	270002	NP 	Write-in 20 	 	NP 	0
27	730	SG39 	County Commission Seat B 	270002	NP 	Write-in 20 	 	NP 	0
27	730	SG39 	County Commission Seat B 	270002	NP 	Write-in 20 	 	NP 	1
27	730	SG39 	County Assessor 	270003	NP 	Number of Precincts for Race 	 	NP 	1
27	730	SG39 	County Assessor 	270003	NP 	Number of Precincts for Race 	 	NP 	1
27	730	SG39 	County Assessor 	270003	NP 	Number of Precincts for Race 	 	NP 	1
27	730	SG39 	County Assessor 	270003	NP 	Number of Precincts for Race 	 	NP 	1
27	730	SG39 	County Assessor 	270003	NP 	Number of Precincts for Race 	 	NP 	1
27	730	SG39 	County Assessor 	270003	NP 	Number of Precincts for Race 	 	NP 	1
27	730	SG39 	County Assessor 	270003	NP 	Number of Precincts Reporting 	 	NP 	1
27	730	SG39 	County Assessor 	270003	NP 	Number of Precincts Reporting 	 	NP 	1
27	730	SG39 	County Assessor 	270003	NP 	Number of Precincts Reporting 	 	NP 	1
27	730	SG39 	County Assessor 	270003	NP 	Number of Precincts Reporting 	 	NP 	1
27	730	SG39 	County Assessor 	270003	NP 	Number of Precincts Reporting 	 	NP 	1
27	730	SG39 	County Assessor 	270003	NP 	Number of Precincts Reporting 	 	NP 	1
27	730	SG39 	County Assessor 	270003	NP 	Registered Voters 	 	NP 	0
27	730	SG39 	County Assessor 	270003	NP 	Registered Voters 	 	NP 	0
27	730	SG39 	County Assessor 	270003	NP 	Registered Voters 	 	NP 	0
27	730	SG39 	County Assessor 	270003	NP 	Registered Voters 	 	NP 	0
27	730	SG39 	County Assessor 	270003	NP 	Registered Voters 	 	NP 	0
27	730	SG39 	County Assessor 	270003	NP 	Registered Voters 	 	NP 	781
27	730	SG39 	County Assessor 	270003	NP 	ARTHUR L. PARTRIDGE 	271005	REP 	322
27	730	SG39 	County Assessor 	270003	NP 	ARTHUR L. PARTRIDGE 	271005	REP 	82
27	730	SG39 	County Assessor 	270003	NP 	ARTHUR L. PARTRIDGE 	271005	REP 	33
27	730	SG39 	County Assessor 	270003	NP 	ARTHUR L. PARTRIDGE 	271005	REP 	0
27	730	SG39 	County Assessor 	270003	NP 	ARTHUR L. PARTRIDGE 	271005	REP 	0
27	730	SG39 	County Assessor 	270003	NP 	ARTHUR L. PARTRIDGE 	271005	REP 	437
27	730	SG39 	County Assessor 	270003	NP 	Write-in 20 	 	NP 	1
27	730	SG39 	County Assessor 	270003	NP 	Write-in 20 	 	NP 	0
27	730	SG39 	County Assessor 	270003	NP 	Write-in 20 	 	NP 	1
27	730	SG39 	County Assessor 	270003	NP 	Write-in 20 	 	NP 	0
27	730	SG39 	County Assessor 	270003	NP 	Write-in 20 	 	NP 	0
27	730	SG39 	County Assessor 	270003	NP 	Write-in 20 	 	NP 	2
27	730	SG39 	County Attorney 	270004	NP 	Number of Precincts for Race 	 	NP 	1
27	730	SG39 	County Attorney 	270004	NP 	Number of Precincts for Race 	 	NP 	1
27	730	SG39 	County Attorney 	270004	NP 	Number of Precincts for Race 	 	NP 	1
27	730	SG39 	County Attorney 	270004	NP 	Number of Precincts for Race 	 	NP 	1
27	730	SG39 	County Attorney 	270004	NP 	Number of Precincts for Race 	 	NP 	1
27	730	SG39 	County Attorney 	270004	NP 	Number of Precincts for Race 	 	NP 	1
27	730	SG39 	County Attorney 	270004	NP 	Number of Precincts Reporting 	 	NP 	1
27	730	SG39 	County Attorney 	270004	NP 	Number of Precincts Reporting 	 	NP 	1
27	730	SG39 	County Attorney 	270004	NP 	Number of Precincts Reporting 	 	NP 	1
27	730	SG39 	County Attorney 	270004	NP 	Number of Precincts Reporting 	 	NP 	1
27	730	SG39 	County Attorney 	270004	NP 	Number of Precincts Reporting 	 	NP 	1
27	730	SG39 	County Attorney 	270004	NP 	Number of Precincts Reporting 	 	NP 	1
27	730	SG39 	County Attorney 	270004	NP 	Registered Voters 	 	NP 	0
27	730	SG39 	County Attorney 	270004	NP 	Registered Voters 	 	NP 	0
27	730	SG39 	County Attorney 	270004	NP 	Registered Voters 	 	NP 	0
27	730	SG39 	County Attorney 	270004	NP 	Registered Voters 	 	NP 	0
27	730	SG39 	County Attorney 	270004	NP 	Registered Voters 	 	NP 	0
27	730	SG39 	County Attorney 	270004	NP 	Registered Voters 	 	NP 	781
27	730	SG39 	County Attorney 	270004	NP 	BROCK R. BELNAP 	271007	REP 	324
27	730	SG39 	County Attorney 	270004	NP 	BROCK R. BELNAP 	271007	REP 	85
27	730	SG39 	County Attorney 	270004	NP 	BROCK R. BELNAP 	271007	REP 	33
27	730	SG39 	County Attorney 	270004	NP 	BROCK R. BELNAP 	271007	REP 	0
27	730	SG39 	County Attorney 	270004	NP 	BROCK R. BELNAP 	271007	REP 	0
27	730	SG39 	County Attorney 	270004	NP 	BROCK R. BELNAP 	271007	REP 	442
27	730	SG39 	County Attorney 	270004	NP 	Write-in 20 	 	NP 	1
27	730	SG39 	County Attorney 	270004	NP 	Write-in 20 	 	NP 	0
27	730	SG39 	County Attorney 	270004	NP 	Write-in 20 	 	NP 	1
27	730	SG39 	County Attorney 	270004	NP 	Write-in 20 	 	NP 	0
27	730	SG39 	County Attorney 	270004	NP 	Write-in 20 	 	NP 	0
27	730	SG39 	County Attorney 	270004	NP 	Write-in 20 	 	NP 	2
27	730	SG39 	County Clerk/Auditor 	270005	NP 	Number of Precincts for Race 	 	NP 	1
27	730	SG39 	County Clerk/Auditor 	270005	NP 	Number of Precincts for Race 	 	NP 	1
27	730	SG39 	County Clerk/Auditor 	270005	NP 	Number of Precincts for Race 	 	NP 	1
27	730	SG39 	County Clerk/Auditor 	270005	NP 	Number of Precincts for Race 	 	NP 	1
27	730	SG39 	County Clerk/Auditor 	270005	NP 	Number of Precincts for Race 	 	NP 	1
27	730	SG39 	County Clerk/Auditor 	270005	NP 	Number of Precincts for Race 	 	NP 	1
27	730	SG39 	County Clerk/Auditor 	270005	NP 	Number of Precincts Reporting 	 	NP 	1
27	730	SG39 	County Clerk/Auditor 	270005	NP 	Number of Precincts Reporting 	 	NP 	1
27	730	SG39 	County Clerk/Auditor 	270005	NP 	Number of Precincts Reporting 	 	NP 	1
27	730	SG39 	County Clerk/Auditor 	270005	NP 	Number of Precincts Reporting 	 	NP 	1
27	730	SG39 	County Clerk/Auditor 	270005	NP 	Number of Precincts Reporting 	 	NP 	1
27	730	SG39 	County Clerk/Auditor 	270005	NP 	Number of Precincts Reporting 	 	NP 	1
27	730	SG39 	County Clerk/Auditor 	270005	NP 	Registered Voters 	 	NP 	0
27	730	SG39 	County Clerk/Auditor 	270005	NP 	Registered Voters 	 	NP 	0
27	730	SG39 	County Clerk/Auditor 	270005	NP 	Registered Voters 	 	NP 	0
27	730	SG39 	County Clerk/Auditor 	270005	NP 	Registered Voters 	 	NP 	0
27	730	SG39 	County Clerk/Auditor 	270005	NP 	Registered Voters 	 	NP 	0
27	730	SG39 	County Clerk/Auditor 	270005	NP 	Registered Voters 	 	NP 	781
27	730	SG39 	County Clerk/Auditor 	270005	NP 	KIM M. HAFEN 	271009	REP 	329
27	730	SG39 	County Clerk/Auditor 	270005	NP 	KIM M. HAFEN 	271009	REP 	82
27	730	SG39 	County Clerk/Auditor 	270005	NP 	KIM M. HAFEN 	271009	REP 	35
27	730	SG39 	County Clerk/Auditor 	270005	NP 	KIM M. HAFEN 	271009	REP 	0
27	730	SG39 	County Clerk/Auditor 	270005	NP 	KIM M. HAFEN 	271009	REP 	0
27	730	SG39 	County Clerk/Auditor 	270005	NP 	KIM M. HAFEN 	271009	REP 	446
27	730	SG39 	County Clerk/Auditor 	270005	NP 	Write-in 20 	 	NP 	1
27	730	SG39 	County Clerk/Auditor 	270005	NP 	Write-in 20 	 	NP 	0
27	730	SG39 	County Clerk/Auditor 	270005	NP 	Write-in 20 	 	NP 	1
27	730	SG39 	County Clerk/Auditor 	270005	NP 	Write-in 20 	 	NP 	0
27	730	SG39 	County Clerk/Auditor 	270005	NP 	Write-in 20 	 	NP 	0
27	730	SG39 	County Clerk/Auditor 	270005	NP 	Write-in 20 	 	NP 	2
27	730	SG39 	County Recorder 	270006	NP 	Number of Precincts for Race 	 	NP 	1
27	730	SG39 	County Recorder 	270006	NP 	Number of Precincts for Race 	 	NP 	1
27	730	SG39 	County Recorder 	270006	NP 	Number of Precincts for Race 	 	NP 	1
27	730	SG39 	County Recorder 	270006	NP 	Number of Precincts for Race 	 	NP 	1
27	730	SG39 	County Recorder 	270006	NP 	Number of Precincts for Race 	 	NP 	1
27	730	SG39 	County Recorder 	270006	NP 	Number of Precincts for Race 	 	NP 	1
27	730	SG39 	County Recorder 	270006	NP 	Number of Precincts Reporting 	 	NP 	1
27	730	SG39 	County Recorder 	270006	NP 	Number of Precincts Reporting 	 	NP 	1
27	730	SG39 	County Recorder 	270006	NP 	Number of Precincts Reporting 	 	NP 	1
27	730	SG39 	County Recorder 	270006	NP 	Number of Precincts Reporting 	 	NP 	1
27	730	SG39 	County Recorder 	270006	NP 	Number of Precincts Reporting 	 	NP 	1
27	730	SG39 	County Recorder 	270006	NP 	Number of Precincts Reporting 	 	NP 	1
27	730	SG39 	County Recorder 	270006	NP 	Registered Voters 	 	NP 	0
27	730	SG39 	County Recorder 	270006	NP 	Registered Voters 	 	NP 	0
27	730	SG39 	County Recorder 	270006	NP 	Registered Voters 	 	NP 	0
27	730	SG39 	County Recorder 	270006	NP 	Registered Voters 	 	NP 	0
27	730	SG39 	County Recorder 	270006	NP 	Registered Voters 	 	NP 	0
27	730	SG39 	County Recorder 	270006	NP 	Registered Voters 	 	NP 	781
27	730	SG39 	County Recorder 	270006	NP 	RUSSELL SHIRTS 	271011	REP 	329
27	730	SG39 	County Recorder 	270006	NP 	RUSSELL SHIRTS 	271011	REP 	85
27	730	SG39 	County Recorder 	270006	NP 	RUSSELL SHIRTS 	271011	REP 	33
27	730	SG39 	County Recorder 	270006	NP 	RUSSELL SHIRTS 	271011	REP 	0
27	730	SG39 	County Recorder 	270006	NP 	RUSSELL SHIRTS 	271011	REP 	0
27	730	SG39 	County Recorder 	270006	NP 	RUSSELL SHIRTS 	271011	REP 	447
27	730	SG39 	County Recorder 	270006	NP 	Write-in 20 	 	NP 	1
27	730	SG39 	County Recorder 	270006	NP 	Write-in 20 	 	NP 	0
27	730	SG39 	County Recorder 	270006	NP 	Write-in 20 	 	NP 	1
27	730	SG39 	County Recorder 	270006	NP 	Write-in 20 	 	NP 	0
27	730	SG39 	County Recorder 	270006	NP 	Write-in 20 	 	NP 	0
27	730	SG39 	County Recorder 	270006	NP 	Write-in 20 	 	NP 	2
27	730	SG39 	County Sheriff 	270007	NP 	Number of Precincts for Race 	 	NP 	1
27	730	SG39 	County Sheriff 	270007	NP 	Number of Precincts for Race 	 	NP 	1
27	730	SG39 	County Sheriff 	270007	NP 	Number of Precincts for Race 	 	NP 	1
27	730	SG39 	County Sheriff 	270007	NP 	Number of Precincts for Race 	 	NP 	1
27	730	SG39 	County Sheriff 	270007	NP 	Number of Precincts for Race 	 	NP 	1
27	730	SG39 	County Sheriff 	270007	NP 	Number of Precincts for Race 	 	NP 	1
27	730	SG39 	County Sheriff 	270007	NP 	Number of Precincts Reporting 	 	NP 	1
27	730	SG39 	County Sheriff 	270007	NP 	Number of Precincts Reporting 	 	NP 	1
27	730	SG39 	County Sheriff 	270007	NP 	Number of Precincts Reporting 	 	NP 	1
27	730	SG39 	County Sheriff 	270007	NP 	Number of Precincts Reporting 	 	NP 	1
27	730	SG39 	County Sheriff 	270007	NP 	Number of Precincts Reporting 	 	NP 	1
27	730	SG39 	County Sheriff 	270007	NP 	Number of Precincts Reporting 	 	NP 	1
27	730	SG39 	County Sheriff 	270007	NP 	Registered Voters 	 	NP 	0
27	730	SG39 	County Sheriff 	270007	NP 	Registered Voters 	 	NP 	0
27	730	SG39 	County Sheriff 	270007	NP 	Registered Voters 	 	NP 	0
27	730	SG39 	County Sheriff 	270007	NP 	Registered Voters 	 	NP 	0
27	730	SG39 	County Sheriff 	270007	NP 	Registered Voters 	 	NP 	0
27	730	SG39 	County Sheriff 	270007	NP 	Registered Voters 	 	NP 	781
27	730	SG39 	County Sheriff 	270007	NP 	CORY PULSIPHER 	271013	REP 	269
27	730	SG39 	County Sheriff 	270007	NP 	CORY PULSIPHER 	271013	REP 	70
27	730	SG39 	County Sheriff 	270007	NP 	CORY PULSIPHER 	271013	REP 	30
27	730	SG39 	County Sheriff 	270007	NP 	CORY PULSIPHER 	271013	REP 	0
27	730	SG39 	County Sheriff 	270007	NP 	CORY PULSIPHER 	271013	REP 	0
27	730	SG39 	County Sheriff 	270007	NP 	CORY PULSIPHER 	271013	REP 	369
27	730	SG39 	County Sheriff 	270007	NP 	KEVIN E. BROOKS 	271014	DEM 	99
27	730	SG39 	County Sheriff 	270007	NP 	KEVIN E. BROOKS 	271014	DEM 	25
27	730	SG39 	County Sheriff 	270007	NP 	KEVIN E. BROOKS 	271014	DEM 	20
27	730	SG39 	County Sheriff 	270007	NP 	KEVIN E. BROOKS 	271014	DEM 	0
27	730	SG39 	County Sheriff 	270007	NP 	KEVIN E. BROOKS 	271014	DEM 	0
27	730	SG39 	County Sheriff 	270007	NP 	KEVIN E. BROOKS 	271014	DEM 	144
27	730	SG39 	County Sheriff 	270007	NP 	Write-in 30 	 	NP 	0
27	730	SG39 	County Sheriff 	270007	NP 	Write-in 30 	 	NP 	0
27	730	SG39 	County Sheriff 	270007	NP 	Write-in 30 	 	NP 	0
27	730	SG39 	County Sheriff 	270007	NP 	Write-in 30 	 	NP 	0
27	730	SG39 	County Sheriff 	270007	NP 	Write-in 30 	 	NP 	0
27	730	SG39 	County Sheriff 	270007	NP 	Write-in 30 	 	NP 	0
27	730	SG39 	County Treasurer 	270008	NP 	Number of Precincts for Race 	 	NP 	1
27	730	SG39 	County Treasurer 	270008	NP 	Number of Precincts for Race 	 	NP 	1
27	730	SG39 	County Treasurer 	270008	NP 	Number of Precincts for Race 	 	NP 	1
27	730	SG39 	County Treasurer 	270008	NP 	Number of Precincts for Race 	 	NP 	1
27	730	SG39 	County Treasurer 	270008	NP 	Number of Precincts for Race 	 	NP 	1
27	730	SG39 	County Treasurer 	270008	NP 	Number of Precincts for Race 	 	NP 	1
27	730	SG39 	County Treasurer 	270008	NP 	Number of Precincts Reporting 	 	NP 	1
27	730	SG39 	County Treasurer 	270008	NP 	Number of Precincts Reporting 	 	NP 	1
27	730	SG39 	County Treasurer 	270008	NP 	Number of Precincts Reporting 	 	NP 	1
27	730	SG39 	County Treasurer 	270008	NP 	Number of Precincts Reporting 	 	NP 	1
27	730	SG39 	County Treasurer 	270008	NP 	Number of Precincts Reporting 	 	NP 	1
27	730	SG39 	County Treasurer 	270008	NP 	Number of Precincts Reporting 	 	NP 	1
27	730	SG39 	County Treasurer 	270008	NP 	Registered Voters 	 	NP 	0
27	730	SG39 	County Treasurer 	270008	NP 	Registered Voters 	 	NP 	0
27	730	SG39 	County Treasurer 	270008	NP 	Registered Voters 	 	NP 	0
27	730	SG39 	County Treasurer 	270008	NP 	Registered Voters 	 	NP 	0
27	730	SG39 	County Treasurer 	270008	NP 	Registered Voters 	 	NP 	0
27	730	SG39 	County Treasurer 	270008	NP 	Registered Voters 	 	NP 	781
27	730	SG39 	County Treasurer 	270008	NP 	DAVID A. WHITEHEAD 	271016	REP 	323
27	730	SG39 	County Treasurer 	270008	NP 	DAVID A. WHITEHEAD 	271016	REP 	86
27	730	SG39 	County Treasurer 	270008	NP 	DAVID A. WHITEHEAD 	271016	REP 	32
27	730	SG39 	County Treasurer 	270008	NP 	DAVID A. WHITEHEAD 	271016	REP 	0
27	730	SG39 	County Treasurer 	270008	NP 	DAVID A. WHITEHEAD 	271016	REP 	0
27	730	SG39 	County Treasurer 	270008	NP 	DAVID A. WHITEHEAD 	271016	REP 	441
27	730	SG39 	County Treasurer 	270008	NP 	Write-in 20 	 	NP 	2
27	730	SG39 	County Treasurer 	270008	NP 	Write-in 20 	 	NP 	0
